Region,Month_Year,Net_Generation_MWh
Kansas : all sectors,Mar 2012,388.0
Minnesota : all sectors,Mar 2012,748.0
North Dakota : all sectors,Mar 2012,541.0
Oklahoma : all sectors,Mar 2012,757.0
Texas : all sectors,Mar 2012,3341.0
Colorado : all sectors,Mar 2012,560.0
California : all sectors,Mar 2012,769.0
Washington : all sectors,Mar 2012,777.0
Illinois : all sectors,Apr 2012,782.0
Iowa : all sectors,Apr 2012,1296.0
Kansas : all sectors,Apr 2012,358.0
Minnesota : all sectors,Apr 2012,819.0
North Dakota : all sectors,Apr 2012,561.0
Oklahoma : all sectors,Apr 2012,632.0
Texas : all sectors,Apr 2012,2969.0
Colorado : all sectors,Apr 2012,551.0
California : all sectors,Apr 2012,768.0
Washington : all sectors,Apr 2012,607.0
Illinois : all sectors,May 2012,641.0
Iowa : all sectors,May 2012,1316.0
Kansas : all sectors,May 2012,425.0
Minnesota : all sectors,May 2012,798.0
North Dakota : all sectors,May 2012,481.0
Oklahoma : all sectors,May 2012,729.0
Texas : all sectors,May 2012,2841.0
Colorado : all sectors,May 2012,426.0
California : all sectors,May 2012,1316.0
Washington : all sectors,May 2012,682.0
Illinois : all sectors,Jun 2012,565.0
Iowa : all sectors,Jun 2012,1063.0
Kansas : all sectors,Jun 2012,466.0
Minnesota : all sectors,Jun 2012,623.0
North Dakota : all sectors,Jun 2012,399.0
Oklahoma : all sectors,Jun 2012,679.0
Texas : all sectors,Jun 2012,2615.0
Colorado : all sectors,Jun 2012,489.0
California : all sectors,Jun 2012,1362.0
Washington : all sectors,Jun 2012,724.0
Illinois : all sectors,Jul 2012,320.0
Iowa : all sectors,Jul 2012,643.0
Kansas : all sectors,Jul 2012,355.0
Minnesota : all sectors,Jul 2012,407.0
North Dakota : all sectors,Jul 2012,271.0
Oklahoma : all sectors,Jul 2012,568.0
Texas : all sectors,Jul 2012,2115.0
Colorado : all sectors,Jul 2012,347.0
California : all sectors,Jul 2012,1001.0
Washington : all sectors,Jul 2012,469.0
Illinois : all sectors,Aug 2012,277.0
Iowa : all sectors,Aug 2012,711.0
Kansas : all sectors,Aug 2012,327.0
Minnesota : all sectors,Aug 2012,433.0
North Dakota : all sectors,Aug 2012,310.0
Oklahoma : all sectors,Aug 2012,453.0
Texas : all sectors,Aug 2012,1872.0
Colorado : all sectors,Aug 2012,432.0
California : all sectors,Aug 2012,1001.0
Washington : all sectors,Aug 2012,484.0
Illinois : all sectors,Sep 2012,443.0
Iowa : all sectors,Sep 2012,887.0
Kansas : all sectors,Sep 2012,321.0
Minnesota : all sectors,Sep 2012,533.0
North Dakota : all sectors,Sep 2012,399.0
Oklahoma : all sectors,Sep 2012,518.0
Texas : all sectors,Sep 2012,2174.0
Colorado : all sectors,Sep 2012,345.0
California : all sectors,Sep 2012,697.0
Washington : all sectors,Sep 2012,316.0
Illinois : all sectors,Oct 2012,771.0
Iowa : all sectors,Oct 2012,1366.0
Kansas : all sectors,Oct 2012,461.0
Minnesota : all sectors,Oct 2012,854.0
North Dakota : all sectors,Oct 2012,558.0
Oklahoma : all sectors,Oct 2012,799.0
Texas : all sectors,Oct 2012,2742.0
Colorado : all sectors,Oct 2012,478.0
California : all sectors,Oct 2012,776.0
Washington : all sectors,Oct 2012,516.0
Illinois : all sectors,Nov 2012,608.0
Iowa : all sectors,Nov 2012,1415.0
Kansas : all sectors,Nov 2012,665.0
Minnesota : all sectors,Nov 2012,796.0
North Dakota : all sectors,Nov 2012,410.0
Oklahoma : all sectors,Nov 2012,832.0
Texas : all sectors,Nov 2012,2643.0
Colorado : all sectors,Nov 2012,495.0
California : all sectors,Nov 2012,385.0
Washington : all sectors,Nov 2012,345.0
Illinois : all sectors,Dec 2012,958.0
Iowa : all sectors,Dec 2012,1336.0
Kansas : all sectors,Dec 2012,686.0
Minnesota : all sectors,Dec 2012,662.0
North Dakota : all sectors,Dec 2012,376.0
Oklahoma : all sectors,Dec 2012,955.0
Texas : all sectors,Dec 2012,3246.0
Colorado : all sectors,Dec 2012,672.0
California : all sectors,Dec 2012,679.0
Washington : all sectors,Dec 2012,638.0
Illinois : all sectors,Jan 2013,1185.0
Iowa : all sectors,Jan 2013,1671.0
Kansas : all sectors,Jan 2013,727.0
Minnesota : all sectors,Jan 2013,903.0
North Dakota : all sectors,Jan 2013,597.0
Oklahoma : all sectors,Jan 2013,886.0
Texas : all sectors,Jan 2013,2656.0
Colorado : all sectors,Jan 2013,669.0
California : all sectors,Jan 2013,482.0
Washington : all sectors,Jan 2013,502.0
Illinois : all sectors,Feb 2013,880.0
Iowa : all sectors,Feb 2013,1388.0
Kansas : all sectors,Feb 2013,687.0
Minnesota : all sectors,Feb 2013,691.0
North Dakota : all sectors,Feb 2013,394.0
Oklahoma : all sectors,Feb 2013,828.0
Texas : all sectors,Feb 2013,2984.0
Colorado : all sectors,Feb 2013,714.0
California : all sectors,Feb 2013,727.0
Washington : all sectors,Feb 2013,672.0
Illinois : all sectors,Mar 2013,999.0
Iowa : all sectors,Mar 2013,1422.0
Kansas : all sectors,Mar 2013,789.0
Minnesota : all sectors,Mar 2013,737.0
North Dakota : all sectors,Mar 2013,425.0
Oklahoma : all sectors,Mar 2013,1019.0
Texas : all sectors,Mar 2013,3810.0
Colorado : all sectors,Mar 2013,688.0
California : all sectors,Mar 2013,1056.0
Washington : all sectors,Mar 2013,649.0
Illinois : all sectors,Apr 2013,1077.0
Iowa : all sectors,Apr 2013,1470.0
Kansas : all sectors,Apr 2013,886.0
Minnesota : all sectors,Apr 2013,800.0
North Dakota : all sectors,Apr 2013,518.0
Oklahoma : all sectors,Apr 2013,1127.0
Texas : all sectors,Apr 2013,3761.0
Colorado : all sectors,Apr 2013,555.0
California : all sectors,Apr 2013,1550.0
Washington : all sectors,Apr 2013,890.0
Illinois : all sectors,May 2013,766.0
Iowa : all sectors,May 2013,1446.0
Kansas : all sectors,May 2013,869.0
Minnesota : all sectors,May 2013,784.0
North Dakota : all sectors,May 2013,536.0
Oklahoma : all sectors,May 2013,1069.0
Texas : all sectors,May 2013,3963.0
Colorado : all sectors,May 2013,570.0
California : all sectors,May 2013,1740.0
Washington : all sectors,May 2013,610.0
Illinois : all sectors,Jun 2013,594.0
Iowa : all sectors,Jun 2013,1094.0
Kansas : all sectors,Jun 2013,817.0
Minnesota : all sectors,Jun 2013,555.0
North Dakota : all sectors,Jun 2013,393.0
Oklahoma : all sectors,Jun 2013,1007.0
Texas : all sectors,Jun 2013,3379.0
Colorado : all sectors,Jun 2013,588.0
California : all sectors,Jun 2013,1631.0
Washington : all sectors,Jun 2013,537.0
Illinois : all sectors,Jul 2013,413.0
Iowa : all sectors,Jul 2013,866.0
Kansas : all sectors,Jul 2013,634.0
Minnesota : all sectors,Jul 2013,508.0
North Dakota : all sectors,Jul 2013,312.0
Oklahoma : all sectors,Jul 2013,772.0
Texas : all sectors,Jul 2013,2398.0
Colorado : all sectors,Jul 2013,505.0
California : all sectors,Jul 2013,1413.0
Washington : all sectors,Jul 2013,568.0
Illinois : all sectors,Aug 2013,323.0
Iowa : all sectors,Aug 2013,673.0
Kansas : all sectors,Aug 2013,597.0
Minnesota : all sectors,Aug 2013,372.0
North Dakota : all sectors,Aug 2013,273.0
Oklahoma : all sectors,Aug 2013,681.0
Texas : all sectors,Aug 2013,2130.0
Colorado : all sectors,Aug 2013,381.0
California : all sectors,Aug 2013,1297.0
Washington : all sectors,Aug 2013,456.0
Illinois : all sectors,Sep 2013,511.0
Iowa : all sectors,Sep 2013,1165.0
Kansas : all sectors,Sep 2013,864.0
Minnesota : all sectors,Sep 2013,606.0
North Dakota : all sectors,Sep 2013,426.0
Oklahoma : all sectors,Sep 2013,769.0
Texas : all sectors,Sep 2013,2005.0
Colorado : all sectors,Sep 2013,543.0
California : all sectors,Sep 2013,1158.0
Washington : all sectors,Sep 2013,587.0
Illinois : all sectors,Oct 2013,739.0
Iowa : all sectors,Oct 2013,1336.0
Kansas : all sectors,Oct 2013,993.0
Minnesota : all sectors,Oct 2013,694.0
North Dakota : all sectors,Oct 2013,497.0
Oklahoma : all sectors,Oct 2013,1125.0
Texas : all sectors,Oct 2013,3082.0
Colorado : all sectors,Oct 2013,662.0
California : all sectors,Oct 2013,750.0
Washington : all sectors,Oct 2013,350.0
Illinois : all sectors,Nov 2013,1209.0
Iowa : all sectors,Nov 2013,1755.0
Kansas : all sectors,Nov 2013,845.0
Minnesota : all sectors,Nov 2013,930.0
North Dakota : all sectors,Nov 2013,589.0
Oklahoma : all sectors,Nov 2013,1044.0
Texas : all sectors,Nov 2013,3030.0
Colorado : all sectors,Nov 2013,624.0
California : all sectors,Nov 2013,556.0
Washington : all sectors,Nov 2013,505.0
Illinois : all sectors,Dec 2013,929.0
Iowa : all sectors,Dec 2013,1283.0
Kansas : all sectors,Dec 2013,724.0
Minnesota : all sectors,Dec 2013,678.0
North Dakota : all sectors,Dec 2013,559.0
Oklahoma : all sectors,Dec 2013,835.0
Texas : all sectors,Dec 2013,2677.0
Colorado : all sectors,Dec 2013,706.0
California : all sectors,Dec 2013,460.0
Washington : all sectors,Dec 2013,677.0
Illinois : all sectors,Jan 2014,1313.0
Iowa : all sectors,Jan 2014,1854.0
Kansas : all sectors,Jan 2014,1039.0
Minnesota : all sectors,Jan 2014,1099.0
North Dakota : all sectors,Jan 2014,743.0
Oklahoma : all sectors,Jan 2014,1176.0
Texas : all sectors,Jan 2014,3916.0
Colorado : all sectors,Jan 2014,803.0
California : all sectors,Jan 2014,500.0
Washington : all sectors,Jan 2014,448.0
Illinois : all sectors,Feb 2014,849.0
Iowa : all sectors,Feb 2014,1323.0
Kansas : all sectors,Feb 2014,765.0
Minnesota : all sectors,Feb 2014,910.0
North Dakota : all sectors,Feb 2014,619.0
Oklahoma : all sectors,Feb 2014,745.0
Texas : all sectors,Feb 2014,2656.0
Colorado : all sectors,Feb 2014,550.0
California : all sectors,Feb 2014,831.0
Washington : all sectors,Feb 2014,540.0
Illinois : all sectors,Mar 2014,1069.0
Iowa : all sectors,Mar 2014,1734.0
Kansas : all sectors,Mar 2014,1119.0
Minnesota : all sectors,Mar 2014,961.0
North Dakota : all sectors,Mar 2014,554.0
Oklahoma : all sectors,Mar 2014,1182.0
Texas : all sectors,Mar 2014,3771.0
Colorado : all sectors,Mar 2014,685.0
California : all sectors,Mar 2014,1055.0
Washington : all sectors,Mar 2014,754.0
Illinois : all sectors,Apr 2014,1097.0
Iowa : all sectors,Apr 2014,1762.0
Kansas : all sectors,Apr 2014,1140.0
Minnesota : all sectors,Apr 2014,1004.0
North Dakota : all sectors,Apr 2014,575.0
Oklahoma : all sectors,Apr 2014,1251.0
Texas : all sectors,Apr 2014,3997.0
Colorado : all sectors,Apr 2014,753.0
California : all sectors,Apr 2014,1306.0
Washington : all sectors,Apr 2014,770.0
Illinois : all sectors,May 2014,873.0
Iowa : all sectors,May 2014,1261.0
Kansas : all sectors,May 2014,795.0
Minnesota : all sectors,May 2014,763.0
North Dakota : all sectors,May 2014,499.0
Oklahoma : all sectors,May 2014,957.0
Texas : all sectors,May 2014,3518.0
Colorado : all sectors,May 2014,599.0
California : all sectors,May 2014,1766.0
Washington : all sectors,May 2014,723.0
Illinois : all sectors,Jun 2014,621.0
Iowa : all sectors,Jun 2014,1027.0
Kansas : all sectors,Jun 2014,919.0
Minnesota : all sectors,Jun 2014,620.0
North Dakota : all sectors,Jun 2014,421.0
Oklahoma : all sectors,Jun 2014,1097.0
Texas : all sectors,Jun 2014,4209.0
Colorado : all sectors,Jun 2014,571.0
California : all sectors,Jun 2014,1858.0
Washington : all sectors,Jun 2014,783.0
Illinois : all sectors,Jul 2014,498.0
Iowa : all sectors,Jul 2014,916.0
Kansas : all sectors,Jul 2014,769.0
Minnesota : all sectors,Jul 2014,621.0
North Dakota : all sectors,Jul 2014,374.0
Oklahoma : all sectors,Jul 2014,782.0
Texas : all sectors,Jul 2014,2770.0
Colorado : all sectors,Jul 2014,418.0
California : all sectors,Jul 2014,1408.0
Washington : all sectors,Jul 2014,552.0
Illinois : all sectors,Aug 2014,351.0
Iowa : all sectors,Aug 2014,541.0
Kansas : all sectors,Aug 2014,733.0
Minnesota : all sectors,Aug 2014,295.0
North Dakota : all sectors,Aug 2014,282.0
Oklahoma : all sectors,Aug 2014,781.0
Texas : all sectors,Aug 2014,2551.0
Colorado : all sectors,Aug 2014,369.0
California : all sectors,Aug 2014,1286.0
Washington : all sectors,Aug 2014,491.0
Illinois : all sectors,Sep 2014,458.0
Iowa : all sectors,Sep 2014,976.0
Kansas : all sectors,Sep 2014,845.0
Minnesota : all sectors,Sep 2014,641.0
North Dakota : all sectors,Sep 2014,462.0
Oklahoma : all sectors,Sep 2014,875.0
Texas : all sectors,Sep 2014,2320.0
Colorado : all sectors,Sep 2014,517.0
California : all sectors,Sep 2014,953.0
Washington : all sectors,Sep 2014,517.0
Illinois : all sectors,Oct 2014,842.0
Iowa : all sectors,Oct 2014,1481.0
Kansas : all sectors,Oct 2014,815.0
Minnesota : all sectors,Oct 2014,857.0
North Dakota : all sectors,Oct 2014,635.0
Oklahoma : all sectors,Oct 2014,901.0
Texas : all sectors,Oct 2014,2981.0
Colorado : all sectors,Oct 2014,633.0
California : all sectors,Oct 2014,759.0
Washington : all sectors,Oct 2014,480.0
Illinois : all sectors,Nov 2014,1285.0
Iowa : all sectors,Nov 2014,1992.0
Kansas : all sectors,Nov 2014,1075.0
Minnesota : all sectors,Nov 2014,1075.0
North Dakota : all sectors,Nov 2014,664.0
Oklahoma : all sectors,Nov 2014,1188.0
Texas : all sectors,Nov 2014,3994.0
Colorado : all sectors,Nov 2014,810.0
California : all sectors,Nov 2014,705.0
Washington : all sectors,Nov 2014,679.0
Illinois : all sectors,Dec 2014,829.0
Iowa : all sectors,Dec 2014,1440.0
Kansas : all sectors,Dec 2014,830.0
Minnesota : all sectors,Dec 2014,844.0
North Dakota : all sectors,Dec 2014,375.0
Oklahoma : all sectors,Dec 2014,1002.0
Texas : all sectors,Dec 2014,3322.0
Colorado : all sectors,Dec 2014,660.0
California : all sectors,Dec 2014,566.0
Washington : all sectors,Dec 2014,532.0
Illinois : all sectors,Jan 2015,1004.0
Iowa : all sectors,Jan 2015,1815.0
Kansas : all sectors,Jan 2015,922.0
Minnesota : all sectors,Jan 2015,950.0
North Dakota : all sectors,Jan 2015,665.0
Oklahoma : all sectors,Jan 2015,1053.0
Texas : all sectors,Jan 2015,3031.0
Colorado : all sectors,Jan 2015,765.0
California : all sectors,Jan 2015,187.0
Washington : all sectors,Jan 2015,304.0
Illinois : all sectors,Feb 2015,936.0
Iowa : all sectors,Feb 2015,1583.0
Kansas : all sectors,Feb 2015,824.0
Minnesota : all sectors,Feb 2015,867.0
North Dakota : all sectors,Feb 2015,475.0
Oklahoma : all sectors,Feb 2015,1080.0
Texas : all sectors,Feb 2015,3268.0
Colorado : all sectors,Feb 2015,628.0
California : all sectors,Feb 2015,619.0
Washington : all sectors,Feb 2015,492.0
Illinois : all sectors,Mar 2015,1000.0
Iowa : all sectors,Mar 2015,1651.0
Kansas : all sectors,Mar 2015,828.0
Minnesota : all sectors,Mar 2015,948.0
North Dakota : all sectors,Mar 2015,702.0
Oklahoma : all sectors,Mar 2015,936.0
Texas : all sectors,Mar 2015,2544.0
Colorado : all sectors,Mar 2015,684.0
California : all sectors,Mar 2015,826.0
Washington : all sectors,Mar 2015,573.0
Illinois : all sectors,Apr 2015,1073.0
Iowa : all sectors,Apr 2015,1606.0
Kansas : all sectors,Apr 2015,997.0
Minnesota : all sectors,Apr 2015,982.0
North Dakota : all sectors,Apr 2015,658.0
Oklahoma : all sectors,Apr 2015,1227.0
Texas : all sectors,Apr 2015,4099.0
Colorado : all sectors,Apr 2015,668.0
California : all sectors,Apr 2015,1262.0
Washington : all sectors,Apr 2015,681.0
Illinois : all sectors,May 2015,890.0
Iowa : all sectors,May 2015,1610.0
Kansas : all sectors,May 2015,917.0
Minnesota : all sectors,May 2015,903.0
North Dakota : all sectors,May 2015,573.0
Oklahoma : all sectors,May 2015,1136.0
Texas : all sectors,May 2015,4371.0
Colorado : all sectors,May 2015,630.0
California : all sectors,May 2015,1681.0
Washington : all sectors,May 2015,524.0
Illinois : all sectors,Jun 2015,518.0
Iowa : all sectors,Jun 2015,905.0
Kansas : all sectors,Jun 2015,812.0
Minnesota : all sectors,Jun 2015,504.0
North Dakota : all sectors,Jun 2015,340.0
Oklahoma : all sectors,Jun 2015,1110.0
Texas : all sectors,Jun 2015,3411.0
Colorado : all sectors,Jun 2015,425.0
California : all sectors,Jun 2015,1668.0
Washington : all sectors,Jun 2015,567.0
Illinois : all sectors,Jul 2015,400.0
Iowa : all sectors,Jul 2015,789.0
Kansas : all sectors,Jul 2015,737.0
Minnesota : all sectors,Jul 2015,446.0
North Dakota : all sectors,Jul 2015,404.0
Oklahoma : all sectors,Jul 2015,1136.0
Texas : all sectors,Jul 2015,4059.0
Colorado : all sectors,Jul 2015,447.0
California : all sectors,Jul 2015,1445.0
Washington : all sectors,Jul 2015,772.0
Illinois : all sectors,Aug 2015,444.0
Iowa : all sectors,Aug 2015,1004.0
Kansas : all sectors,Aug 2015,697.0
Minnesota : all sectors,Aug 2015,593.0
North Dakota : all sectors,Aug 2015,385.0
Oklahoma : all sectors,Aug 2015,955.0
Texas : all sectors,Aug 2015,3218.0
Colorado : all sectors,Aug 2015,558.0
California : all sectors,Aug 2015,1523.0
Washington : all sectors,Aug 2015,717.0
Illinois : all sectors,Sep 2015,628.0
Iowa : all sectors,Sep 2015,1334.0
Kansas : all sectors,Sep 2015,989.0
Minnesota : all sectors,Sep 2015,671.0
North Dakota : all sectors,Sep 2015,500.0
Oklahoma : all sectors,Sep 2015,1311.0
Texas : all sectors,Sep 2015,3465.0
Colorado : all sectors,Sep 2015,473.0
California : all sectors,Sep 2015,815.0
Washington : all sectors,Sep 2015,554.0
Illinois : all sectors,Oct 2015,1167.0
Iowa : all sectors,Oct 2015,1694.0
Kansas : all sectors,Oct 2015,879.0
Minnesota : all sectors,Oct 2015,906.0
North Dakota : all sectors,Oct 2015,702.0
Oklahoma : all sectors,Oct 2015,1060.0
Texas : all sectors,Oct 2015,3661.0
Colorado : all sectors,Oct 2015,668.0
California : all sectors,Oct 2015,667.0
Washington : all sectors,Oct 2015,578.0
Illinois : all sectors,Nov 2015,1372.0
Iowa : all sectors,Nov 2015,2044.0
Kansas : all sectors,Nov 2015,1152.0
Minnesota : all sectors,Nov 2015,1103.0
North Dakota : all sectors,Nov 2015,583.0
Oklahoma : all sectors,Nov 2015,1587.0
Texas : all sectors,Nov 2015,4722.0
Colorado : all sectors,Nov 2015,657.0
California : all sectors,Nov 2015,619.0
Washington : all sectors,Nov 2015,608.0
Illinois : all sectors,Dec 2015,1316.0
Iowa : all sectors,Dec 2015,1838.0
Kansas : all sectors,Dec 2015,1245.0
Minnesota : all sectors,Dec 2015,908.0
North Dakota : all sectors,Dec 2015,520.0
Oklahoma : all sectors,Dec 2015,1442.0
Texas : all sectors,Dec 2015,4984.0
Colorado : all sectors,Dec 2015,871.0
California : all sectors,Dec 2015,917.0
Washington : all sectors,Dec 2015,707.0
Illinois : all sectors,Jan 2016,1268.0
Iowa : all sectors,Jan 2016,1737.0
Kansas : all sectors,Jan 2016,1061.0
Minnesota : all sectors,Jan 2016,845.0
North Dakota : all sectors,Jan 2016,561.0
Oklahoma : all sectors,Jan 2016,1423.0
Texas : all sectors,Jan 2016,4451.0
Colorado : all sectors,Jan 2016,782.0
California : all sectors,Jan 2016,691.0
Washington : all sectors,Jan 2016,438.0
Illinois : all sectors,Feb 2016,1144.0
Iowa : all sectors,Feb 2016,1894.0
Kansas : all sectors,Feb 2016,1303.0
Minnesota : all sectors,Feb 2016,912.0
North Dakota : all sectors,Feb 2016,549.0
Oklahoma : all sectors,Feb 2016,1763.0
Texas : all sectors,Feb 2016,5120.0
Colorado : all sectors,Feb 2016,1001.0
California : all sectors,Feb 2016,528.0
Washington : all sectors,Feb 2016,631.0
Illinois : all sectors,Mar 2016,1096.0
Iowa : all sectors,Mar 2016,1859.0
Kansas : all sectors,Mar 2016,1423.0
Minnesota : all sectors,Mar 2016,870.0
North Dakota : all sectors,Mar 2016,723.0
Oklahoma : all sectors,Mar 2016,1990.0
Texas : all sectors,Mar 2016,5635.0
Colorado : all sectors,Mar 2016,941.0
California : all sectors,Mar 2016,1305.0
Washington : all sectors,Mar 2016,819.0
Illinois : all sectors,Apr 2016,1026.0
Iowa : all sectors,Apr 2016,2343.0
Kansas : all sectors,Apr 2016,1300.0
Minnesota : all sectors,Apr 2016,1100.0
North Dakota : all sectors,Apr 2016,811.0
Oklahoma : all sectors,Apr 2016,1728.0
Texas : all sectors,Apr 2016,4737.0
Colorado : all sectors,Apr 2016,864.0
California : all sectors,Apr 2016,1325.0
Washington : all sectors,Apr 2016,699.0
Illinois : all sectors,May 2016,854.0
Iowa : all sectors,May 2016,1334.0
Kansas : all sectors,May 2016,1103.0
Minnesota : all sectors,May 2016,670.0
North Dakota : all sectors,May 2016,635.0
Oklahoma : all sectors,May 2016,1701.0
Texas : all sectors,May 2016,5173.0
Colorado : all sectors,May 2016,738.0
California : all sectors,May 2016,1596.0
Washington : all sectors,May 2016,797.0
Illinois : all sectors,Jun 2016,591.0
Iowa : all sectors,Jun 2016,1309.0
Kansas : all sectors,Jun 2016,984.0
Minnesota : all sectors,Jun 2016,647.0
North Dakota : all sectors,Jun 2016,640.0
Oklahoma : all sectors,Jun 2016,1380.0
Texas : all sectors,Jun 2016,3782.0
Colorado : all sectors,Jun 2016,556.0
California : all sectors,Jun 2016,1670.0
Washington : all sectors,Jun 2016,780.0
Illinois : all sectors,Jul 2016,400.0
Iowa : all sectors,Jul 2016,983.0
Kansas : all sectors,Jul 2016,1076.0
Minnesota : all sectors,Jul 2016,510.0
North Dakota : all sectors,Jul 2016,506.0
Oklahoma : all sectors,Jul 2016,1725.0
Texas : all sectors,Jul 2016,5675.0
Colorado : all sectors,Jul 2016,633.0
California : all sectors,Jul 2016,1697.0
Washington : all sectors,Jul 2016,735.0
Illinois : all sectors,Aug 2016,331.0
Iowa : all sectors,Aug 2016,789.0
Kansas : all sectors,Aug 2016,884.0
Minnesota : all sectors,Aug 2016,423.0
North Dakota : all sectors,Aug 2016,522.0
Oklahoma : all sectors,Aug 2016,1234.0
Texas : all sectors,Aug 2016,3702.0
Colorado : all sectors,Aug 2016,584.0
California : all sectors,Aug 2016,1472.0
Washington : all sectors,Aug 2016,575.0
Illinois : all sectors,Sep 2016,693.0
Iowa : all sectors,Sep 2016,1556.0
Kansas : all sectors,Sep 2016,1138.0
Minnesota : all sectors,Sep 2016,802.0
North Dakota : all sectors,Sep 2016,676.0
Oklahoma : all sectors,Sep 2016,1506.0
Texas : all sectors,Sep 2016,3915.0
Colorado : all sectors,Sep 2016,732.0
California : all sectors,Sep 2016,996.0
Washington : all sectors,Sep 2016,684.0
Illinois : all sectors,Oct 2016,960.0
Iowa : all sectors,Oct 2016,1796.0
Kansas : all sectors,Oct 2016,1396.0
Minnesota : all sectors,Oct 2016,920.0
North Dakota : all sectors,Oct 2016,731.0
Oklahoma : all sectors,Oct 2016,2062.0
Texas : all sectors,Oct 2016,5451.0
Colorado : all sectors,Oct 2016,789.0
California : all sectors,Oct 2016,935.0
Washington : all sectors,Oct 2016,606.0
Illinois : all sectors,Nov 2016,1095.0
Iowa : all sectors,Nov 2016,2050.0
Kansas : all sectors,Nov 2016,1222.0
Minnesota : all sectors,Nov 2016,958.0
North Dakota : all sectors,Nov 2016,800.0
Oklahoma : all sectors,Nov 2016,1719.0
Texas : all sectors,Nov 2016,4516.0
Colorado : all sectors,Nov 2016,929.0
California : all sectors,Nov 2016,528.0
Washington : all sectors,Nov 2016,606.0
Illinois : all sectors,Dec 2016,1205.0
Iowa : all sectors,Dec 2016,2422.0
Kansas : all sectors,Dec 2016,1222.0
Minnesota : all sectors,Dec 2016,1277.0
North Dakota : all sectors,Dec 2016,1019.0
Oklahoma : all sectors,Dec 2016,1838.0
Texas : all sectors,Dec 2016,5373.0
Colorado : all sectors,Dec 2016,874.0
California : all sectors,Dec 2016,765.0
Washington : all sectors,Dec 2016,673.0
Illinois : all sectors,Jan 2017,1139.0
Iowa : all sectors,Jan 2017,1729.0
Kansas : all sectors,Jan 2017,1407.0
Minnesota : all sectors,Jan 2017,953.0
North Dakota : all sectors,Jan 2017,914.0
Oklahoma : all sectors,Jan 2017,1943.0
Texas : all sectors,Jan 2017,5873.0
Colorado : all sectors,Jan 2017,835.0
California : all sectors,Jan 2017,815.0
Washington : all sectors,Jan 2017,282.0
Illinois : all sectors,Feb 2017,1281.0
Iowa : all sectors,Feb 2017,2174.0
Kansas : all sectors,Feb 2017,1426.0
Minnesota : all sectors,Feb 2017,1125.0
North Dakota : all sectors,Feb 2017,928.0
Oklahoma : all sectors,Feb 2017,2080.0
Texas : all sectors,Feb 2017,5828.0
Colorado : all sectors,Feb 2017,804.0
California : all sectors,Feb 2017,751.0
Washington : all sectors,Feb 2017,441.0
Illinois : all sectors,Mar 2017,1321.0
Iowa : all sectors,Mar 2017,2429.0
Kansas : all sectors,Mar 2017,1889.0
Minnesota : all sectors,Mar 2017,1137.0
North Dakota : all sectors,Mar 2017,1080.0
Oklahoma : all sectors,Mar 2017,2445.0
Texas : all sectors,Mar 2017,7095.0
Colorado : all sectors,Mar 2017,875.0
California : all sectors,Mar 2017,954.0
Washington : all sectors,Mar 2017,650.0
Illinois : all sectors,Apr 2017,1306.0
Iowa : all sectors,Apr 2017,2090.0
Kansas : all sectors,Apr 2017,1953.0
Minnesota : all sectors,Apr 2017,1021.0
North Dakota : all sectors,Apr 2017,1033.0
Oklahoma : all sectors,Apr 2017,2300.0
Texas : all sectors,Apr 2017,6929.0
Colorado : all sectors,Apr 2017,907.0
California : all sectors,Apr 2017,1212.0
Washington : all sectors,Apr 2017,806.0
Illinois : all sectors,May 2017,1100.0
Iowa : all sectors,May 2017,1874.0
Kansas : all sectors,May 2017,1659.0
Minnesota : all sectors,May 2017,937.0
North Dakota : all sectors,May 2017,998.0
Oklahoma : all sectors,May 2017,1898.0
Texas : all sectors,May 2017,6310.0
Colorado : all sectors,May 2017,850.0
California : all sectors,May 2017,1644.0
Washington : all sectors,May 2017,567.0
Illinois : all sectors,Jun 2017,953.0
Iowa : all sectors,Jun 2017,1554.0
Kansas : all sectors,Jun 2017,1509.0
Minnesota : all sectors,Jun 2017,738.0
North Dakota : all sectors,Jun 2017,891.0
Oklahoma : all sectors,Jun 2017,1949.0
Texas : all sectors,Jun 2017,4839.0
Colorado : all sectors,Jun 2017,628.0
California : all sectors,Jun 2017,1638.0
Washington : all sectors,Jun 2017,772.0
Illinois : all sectors,Jul 2017,477.0
Iowa : all sectors,Jul 2017,869.0
Kansas : all sectors,Jul 2017,1194.0
Minnesota : all sectors,Jul 2017,501.0
North Dakota : all sectors,Jul 2017,679.0
Oklahoma : all sectors,Jul 2017,1463.0
Texas : all sectors,Jul 2017,4511.0
Colorado : all sectors,Jul 2017,501.0
California : all sectors,Jul 2017,1417.0
Washington : all sectors,Jul 2017,827.0
Illinois : all sectors,Aug 2017,413.0
Iowa : all sectors,Aug 2017,813.0
Kansas : all sectors,Aug 2017,921.0
Minnesota : all sectors,Aug 2017,424.0
North Dakota : all sectors,Aug 2017,550.0
Oklahoma : all sectors,Aug 2017,978.0
Texas : all sectors,Aug 2017,3694.0
Colorado : all sectors,Aug 2017,618.0
California : all sectors,Aug 2017,1642.0
Washington : all sectors,Aug 2017,611.0
Illinois : all sectors,Sep 2017,526.0
Iowa : all sectors,Sep 2017,1434.0
Kansas : all sectors,Sep 2017,1552.0
Minnesota : all sectors,Sep 2017,792.0
